nome_regiao,0,1,2
Centro-Oeste,0.12017167381974249,0.6244635193133047,0.2553648068669528
Nordeste,0.8069584736251403,0.06453423120089787,0.12850729517396184
Norte,0.5333333333333333,0.32873563218390806,0.13793103448275862
Sudeste,0.36658653846153844,0.25180288461538464,0.3816105769230769
Sul,0.02735042735042735,0.6401709401709401,0.33247863247863246
